NUTTAB index,data_source,name,variety,extra_desc,notes,data_notes,density,food_type,brand,category,energy,water,protein,fat,fibre,sugar,starch,carbohydrate,sugar_alcohol,saturated_fat,monounsaturated_fat,polyunsaturated_fat,trans_fat,caffeine,quantity,quantity_unit,energy_unit,salt
"F006702","Analysed","pineapple (cayenne)","peeled","raw","Oval fruit with a thick greenish skin and yellow flesh. Leaves, skin, bracts and core removed.","The majority of nutrient data were derived from 2 analyses; (1) a composite of 5 samples of cayenne pineapples purchased in Sydney in 1983/84 (Wills et al.) and (2) a composite of 6 samples of smooth leaf pineapples purchased in Adelaide in 1988. Minerals (Cr, I, Mo, Ni, Se) were derived from 10 samples of pineapples purchased in ACT, NSW, TAS, VIC and WA in 2004. Vitamins (B6, alpha-tocopherol, folate) and tryptophan were borrowed from USDA SR28, 09266 - Pineapple, raw, all varieties. Alcohol, vitamins (B12, D, folic, retinol), cholesterol, fatty acids and caffeine were imputed zero.",,"nuttab",,"uncategorised",178.0,86.8,0.6,0.2,1.8,8.2,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F006707","Analysed","pineapple","canned in pineapple juice",,"Oval fruit with a thick greenish skin and yellow flesh. Leaves, skin, bracts and core removed. Sliced and canned in pineapple juice.","The majority of nutrient data were derived from a composite of 6 samples of pineapple canned in pineapple juice (Golden Circle) purchased in Adelaide in 1988. Vitamins (B6, folate, alpha-tocopherol), Se and tryptophan were borrowed from USDA SR28, 09268 - Pineapple, canned, juice pack, solids and liquid. Individual fatty acids are imputed from raspberries. Alcohol, vitamins (B12, D, folic acid, retinol), I, fatty acids, cholesterol and caffeine were imputed zero.",,"nuttab",,"uncategorised",236.0,84.7,0.5,0.6,0.8,12.0,0.0,12.0,0.0,0.16,0.1,0.22,0.0,0.0,100.0,"g","kj",
"F006708","Analysed","pineapple","canned in pineapple juice","drained","Oval fruit with a thick greenish skin and yellow flesh. Leaves, skin, bracts and core removed. Sliced and canned in pineapple juice, then drained.","The majority of nutrient data were derived from 2 composite samples of one brand of canned pineapple (Golden Circle) purchased in Sydney in 1984 and Adelaide in 1988. Vitamins (B6, alpha-tocopherol, folate) and Se were borrowed from USDA SR28, 09354 - Pineapple, canned, juice pack, drained and tryptophan from 09268 - Pineapple, canned, juice pack, solids and liquid. Caffeine, alcohol, fatty acids and cholesterol, vitamins (B12, D, folic acid, retinol) and iodine were imputed zero.",,"nuttab",,"uncategorised",206.0,85.0,0.5,0.1,1.9,10.5,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F006710","Analysed","pineapple","canned in pineapple juice","juice only","Pineapple juice, used in canned pineapples.","The majority of nutrient data were derived from a composite of 4 samples of Golden Circle canned pineapple purchased in Sydney in 1984. Tryptophan was imputed from fresh pineapple. Vitamins (B6, folate, beta-carotene, alpha-tocopherol), P and Se were borrowed from USDA SR28, 09273 - Pineapple juice, canned or bottled, unsweetened without added ascorbic acid. Caffeine, alcohol, fatty acids, cholesterol, vitamins (B12, D, folic acid, retinol), iodine were imputed zero.",1.07,"nuttab",,"uncategorised",200.0,92.6,0.3,0.0,0.0,11.3,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"ml","kj",
"F006711","Analysed","pineapple","canned in syrup",,"Oval fruit with a thick greenish skin and yellow flesh. Leaves, skin, bracts and core removed. Sliced and canned in heavy syrup.","The majority of nutrient data were derived from a composite of 6 samples of pineapple canned in syrup (Golden Circle) purchased in Adelaide in 1988. Vitamins (B6, alpha-tocopherol, folate) and tryptophan were borrowed from USDA SR28, 09270 - Pineapple, canned, heavy syrup pack, solids and liquids. Individual fatty acids are imputed from raspberries. Alcohol, vitamins (B12, D, folic acid, retinol), I, cholesterol and caffeine were imputed zero.",,"nuttab",,"uncategorised",360.0,76.4,0.3,0.6,0.7,19.8,0.0,19.8,0.0,0.16,0.1,0.22,0.0,0.0,100.0,"g","kj",
"F006712","Analysed","pineapple","canned in syrup","drained","Oval fruit with a thick greenish skin and yellow flesh. Leaves, skin, bracts and core removed. Sliced and canned in heavy syrup, then drained.","The majority of nutrient data were averaged from 2 composite samples of one brand of canned pineapple (Golden Circle) purchased in Sydney in 1984 and Adelaide in 1988. Vitamins (folate, alpha-tocopherol, B6), Se and tryptophan were borrowed from USDA SR28, 09270 - Pineapple, canned, heavy syrup pack, solids and liquids. Alcohol, caffeine, vitamins (B12, folic acid, retinol, D), iodine, fatty acids and cholesterol were imputed zero.",,"nuttab",,"uncategorised",345.0,75.9,0.2,0.3,1.4,19.4,0.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F006713","Analysed","pineapple","canned in syrup","syrup only","Heavy sugar-based syrup used in canning of pineapple.","The majority of nutrient data were derived from a composite of 4 samples of pineapple canned in syrup (Golden Circle) purchased in Sydney in 1984. Proximates (alcohol, fat, fibre), vitamins (B6, B12, D, beta-carotene, folic acid, folate, retinol), minerals (I, P, Se), fatty acids, cholesterol and caffeine were imputed zero.",1.39,"nuttab",,"uncategorised",514.0,105.1,0.4,0.0,0.0,30.6,0.0,30.6,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"ml","kj",
"F006832","Analysed","plum","unpeeled","raw","Small round stone fruit with a deep purple skin and a reddish/purple flesh.","The majority of nutrient data were derived from 6 samples of plums (Blood, Greengage, Mariposa, Narrabeen, Santa Rosa and Wilson), analysed in the 1980s. Folate, B6 and minerals (I, Se, P) were borrowed from NZ FOODfiles 2014, ref no. L155 - Plum, flesh & skin, raw, combined cultivars. Alcohol, caffeine, fatty acids, cholesterol and vitamins (B12, D, retinol, folic acid) were imputed zero.",,"nuttab",,"uncategorised",162.0,87.8,0.6,0.1,2.0,6.5,0.0,6.5,0.5999999999999996,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F006825","Recipe","plum","dark","canned in syrup","Satsuma or dark plums canned in sugar syrup.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",370.0,75.0,0.3,0.1,1.0,21.1,0.2,21.3,0.3000000000000007,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F006826","Analysed","plum","dark","canned in syrup, drained","Satsuma or dark plums canned in sugar syrup, then drained.","The majority of nutrient data were derived from 6 samples of canned Letona (Satsuma plums) and SPC (Dark plums) plums purchased in Adelaide in 1988. Alpha-tocopherol, B6 and iodine were borrowed from NZ FOODfiles 2014, L148 - Plum, in syrup, canned, drained. Tryptophan and folate were imputed from fresh plum. Alcohol, caffeine, cholesterol, fatty acids and vitamins (B12, D, folic acid, retinol) were imputed zero.",,"nuttab",,"uncategorised",385.0,74.6,0.4,0.1,2.0,21.0,0.3,21.3,0.5,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F006827","Analysed","plum","dark","canned in syrup, syrup only","Syrup made from water and sugar, used in canned satsuma or dark plums.","The majority of nutrient data were derived from a composite of 3 samples of canned satsuma plums (Latona) and 3 samples of dark plums (SPC) purchased in Adelaide in 1988. Alcohol, vitamins (B6, B12, D, beta-carotene, folic acid, folate, retinol), I, Se, fatty acids, cholesterol and caffeine were imputed zero.",1.39,"nuttab",,"uncategorised",491.0,104.9,0.3,0.0,0.0,29.5,0.1,29.6,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"ml","kj",
"F006842","Analysed","pomegranate","peeled","raw","Round shaped fruit, with hard, thick red skin, which is divided into large membrane segments containing bright red juicy seeds.","The majority of nutrient data were derived from 5 samples of pomegranates purchased in Sydney during 1983/84 (Wills et al.). Vitamins (B6, folate, alpha-tocopherol), P and Se were borrowed from USDA SR28,09286 - Pomegranates, raw. Tryptophan was estimated as the average of watermelon, mango, kiwi fruit, feijoa, grape, nectarine and peach. Alcohol, caffeine, cholesterol, fatty acids, vitamins (B12, D, folic acid, retinol) and iodine were imputed zero.",,"nuttab",,"uncategorised",329.0,76.2,1.9,0.2,6.4,13.5,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007457","Analysed","prickly pear","peeled","raw","Smooth skinned cactus fruit with clusters of tiny hair like spines, pulpy flesh containing numerous small black seeds. Also known as Indian Fig; Mission Cactus.","The majority of nutrient data were derived from 5 samples of prickly pear purchased in Sydney during 1983/84 (Wills et al.). Folate, B6, Se and P were borrowed from USDA SR28, 09287 - Prickly Pears, raw. Tryptophan and alpha-tocopherol were estimated as the average of watermelon, mango, kiwi fruit, feijoa, grape, nectarine and peach. Caffeine, alcohol, cholesterol, fatty acids, vitamins (B12, D, folic acid, retinol) and iodine were imputed zero.",,"nuttab",,"uncategorised",204.0,83.9,0.4,0.3,4.6,8.8,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007494","Analysed","prune (dried plum)",,,"A plum that has been dried before packaging with the pit removed.","The majority of nutrient data were derived from a composite of 6 samples of prunes (2x Letona, 2x JCG, Angas Park, Excello) purchased in Adelaide in 1988. Vitamins (B6, folate, alpha-tocopherol), Se and tryptophan were borrowed from USDA SR28, 09291 - Plums, dried, (prunes), uncooked. Iodine was borrowed from NZ FOODfiles 2014, L157 - Prune, flesh & skin, dried. Alcohol, caffeine, fatty acids, cholesterol and vitamins (B12, D, folic acid, retinol) were imputed zero. Note low sum of proximates - data should be used with caution.",,"nuttab",,"uncategorised",841.0,37.1,2.3,0.4,7.8,31.0,1.5,32.5,11.399999999999999,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007571","Analysed","quandong","fruit","flesh","Small fruit with a waxy shiny red skin. Supplied commercially in frozen state with kernels removed.","The majority of nutrient data were determined in 2 retail samples of quandong obtained in Sydney in 2005. Fibre was derived from 2 wild harvested samples collected prior to 1993 (Brand Miller et al.). Vitamins (B3, B6, alpha-tocopherol), I, Se and tryptophan were imputed from peach. Alcohol, caffeine, cholesterol, vitamins (B12, D, retinol, folic acid) were imputed zero. Note low sum of proximates, however the fruit is likely to contain significant levels of organic acids, which were not analysed.",,"nuttab",,"uncategorised",206.0,71.9,2.5,0.0,4.2,8.1,0.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007591","Analysed","quince","peeled","raw","Tart pome fruit, with a bright golden yellow skin and flesh. Similar in appearance to a pear.","The majority of nutrient data were derived from a composite of 5 samples of quince purchased in Sydney in the early 1980s. Alpha-tocopherol and tryptophan were imputed from green pear. B6, folate, Se and P were borrowed from USDA SR28, 09296 - Quinces, raw. Caffeine, alcohol, cholesterol, fatty acids, vitamins (B12, D, folic acid, retinol) and iodine were imputed zero.",,"nuttab",,"uncategorised",242.0,81.6,0.5,0.2,5.2,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007610","Borrowed","raisin",,,"Dried red grapes, dark brown in colour.","The majority of nutrient data were borrowed from NZ FOODfiles 2014, L161 - Raisins, seedless. Proximates (ash, starch, sorbitol, organic acids), alpha-carotene, cryptoxanthin, minerals (Mg, Se, Zn), individual polyunsaturated fatty acids, trans fat and tryptophan were imputed from sultanas. Alcohol, caffeine, cholesterol and vitamins (D, folic acid, retinol) were imputed zero.",,"nuttab",,"uncategorised",1210.0,21.0,3.3,0.5,2.8,66.9,1.8,68.7,0.0,0.2,0.02,0.18,0.0,0.0,100.0,"g","kj",
"F007612","Analysed","rambutan","raw",,"Small fruit with either red or yellow skin with soft spines.","The majority of nutrient data were derived from samples of red and yellow skinned rambutans obtained by QLD Department of Primary Industries, Kamerunga Horticultural Research Station in Cairns in 1984 (Wills et al.). Alpha-tocopherol and tryptophan were estimated as the average of watermelon, mango, kiwi fruit, feijoa, grape, nectarine and peach. Folate, B6 and P were borrowed from USDA SR28, reference no. 09301 - Rambutan, canned, syrup packed. Alcohol, caffeine, cholesterol, fatty acids, vitamins (B12, D, folic acid, retinol), I and Se were imputed zero.",,"nuttab",,"uncategorised",312.0,79.5,1.0,0.4,2.8,15.7,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007619","Analysed","raspberry","raw",,"Small round berries characterised by a collection of tiny, shiny red drupelets.","The majority of nutrient data were derived from 2 analytical samples: (1) a composite of 4 samples of berries purchased in Adelaide in 1995; and (2)a composite of 10 samples purchased in Melbourne in January 1998. Organic acids were determined only in the 1995 sample and fatty acids and folate were determined only in the 1998 sample. Caffeine, alcohol, cholesterol and vitamins (B12, D, folic acid, retinol) and iodine were imputed zero.",,"nuttab",,"uncategorised",203.0,85.8,1.1,0.2,5.6,6.5,0.2,6.8,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007618","Recipe","raspberry","purchased frozen",,"Small round berries characterised by a collection of tiny, shiny red drupelets. Frozen prior to sale.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",203.0,85.8,1.1,0.2,5.6,6.5,0.2,6.8,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007614","Recipe","raspberry","canned in syrup",,"Small round berries characterised by a collection of tiny, shiny red drupelets canned in sugar syrup.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",315.0,78.7,0.6,0.1,2.5,16.8,0.1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007615","Analysed","raspberry","canned in syrup","drained","Small round berries characterised by a collection of tiny, shiny red drupelets canned in sugar syrup, then drained.","The majority of nutrient data were derived from a composite of 6 samples of John West canned raspberries (originating from Scotland and Canada) purchased in Adelaide in 1988. Fibre was dry matter adjusted analysis of the samples in 1990. Vitamins (B6 , folate, alpha-tocopherol) and Se were imputed from fresh raspberry. Alcohol, vitamins (B12, D, folic acid, retinol), cholesterol, fatty acids and caffeine were imputed zero.",,"nuttab",,"uncategorised",343.0,75.1,1.0,0.2,6.0,15.9,0.3,16.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F007616","Analysed","raspberry","canned in syrup","syrup only","Syrup made from water and sugar used in canned raspberries.","The majority of nutrient data were derived from a composite of 6 samples of John West canned raspberries (originating from Scotland and Canada) purchased in Adelaide in 1988 . Proximates (alcohol, fibre), vitamins (B6, B12, D, beta-carotene, folic acid, folate, retinol), I, Se, fatty acids, cholesterol and caffeine were imputed zero.",1.39,"nuttab",,"uncategorised",411.0,112.9,0.3,0.0,0.0,24.3,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"ml","kj",
"F007628","Analysed","rhubarb","stalk","raw","Long reddish/pink stem with large green leaves. Leaves removed.","The majority of nutrient data were derived from a composite of 5 samples purchased in Sydney in the early 1980s. Vitamins (B6, folate, alpha-tocopherol), P and Se were borrowed from USDA SR28, 09307 - Rhubarb , raw. Tryptophan was borrowed from Denmark Fooddata, 10 - Rhubarb, raw. Alcohol, caffeine, fatty acids, cholesterol, vitamins (B12, D, folic acid, retinol) and iodine were imputed zero.",,"nuttab",,"uncategorised",94.0,92.9,1.5,0.2,2.2,1.7,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F008952","Analysed","strawberry","raw",,"Small sweet red berry with small seeds on the exterior.","The majority of nutrient data were derived from a composite of 8 samples of raw strawberries purchased nationally in 2008. Mg, oxalic and quinic acids were derived from a composite of 5 samples purchased in Sydney in 1983/84 (Wills et al.). Biotin and minerals (P, Fl, Cl) were derived from a composite of 10 samples of strawberries purchased in Melbourne in 1998. Proximates (sorbitol, mannitol) and iodine were derived from a composite of 9 samples purchased in VIC in 2000. Iodine and Se were also determined in 10 samples purchased from NSW, NT, QLD, TAS and WA in 2004. Caffeine, alcohol, cholesterol and vitamins (B12, D, retinol) were imputed zero.",,"nuttab",,"uncategorised",109.0,92.1,0.7,0.2,2.5,3.8,0.1,3.9,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F008951","Recipe","strawberry","purchased frozen",,"Small sweet red berry with small seeds on the exterior. Frozen prior to sale.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",109.0,92.1,0.7,0.2,2.5,3.8,0.1,3.9,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F008945","Recipe","strawberry","canned in syrup",,"Small sweet red berry with small seeds on the exterior canned in sugar syrup.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",335.0,77.6,0.5,0.2,1.5,18.7,0.1,18.8,0.09999999999999787,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F008946","Analysed","strawberry","canned in syrup","drained","Small sweet red berry with small seeds on the exterior canned in sugar syrup, then drained.","The majority of nutrient data were derived from a composite of 6 samples of strawberries canned in syrup (3x John West and 3x Baxters), originating in Scotland and Canada, purchased in Adelaide in 1988. Fibre was dry matter adjusted analysis of the samples in 1990. Vitamins (B6, folate, alpha-tocopherol), Se and Fe were imputed from fresh strawberry. Fe was dry matter adjusted. Alcohol, vitamins (B12, D, folic acid, retinol), fatty acids, cholesterol and caffeine were imputed zero.",,"nuttab",,"uncategorised",353.0,76.2,0.9,0.1,3.5,18.5,0.2,18.7,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F008947","Analysed","strawberry","canned in syrup","syrup only","Syrup made from water and sugar, used in canned strawberries.","The majority of nutrient data were derived from a composite of 6 samples of canned strawberries (John West and Baxters), originating in Scotland and Canada, purchased in Adelaide in 1988. Proximates (fibre, alcohol), vitamins (B6, B12, D, alpha-tocopherol, folic acid, folate, retinol), I, Se, tryptophan, cholesterol, fatty acids and caffeine were imputed zero.",1.39,"nuttab",,"uncategorised",446.0,109.4,0.2,0.3,0.0,26.1,0.1,26.3,0.09999999999999787,0.0,0.0,0.0,0.0,0.0,100.0,"ml","kj",
"F008983","Analysed","sultana",,,"Dried green grapes, dark brown in colour.","The majority of nutrient data were derived from a composite of 8 samples of sultanas (3x Sunbeam, 1x Natural Grocer, 1x Woolworths, 2x Coles, 1x Macro) purchased in five states across Australia in 2017. Organic acids, vitamin C and starch were derived from a composite of 6 samples of sultanas (2x Anchor, 2x Sunbeam, 2x Angas Park) purchased in Adelaide in 1989. Moisture and minerals (As, Ca, Cd, Cu, Fe Hg, I, K, Mg, Mn, Mo, Na, P, Se, Sn, Zn) were derived from a composite of 3 samples (1x Sunbeam, 1x Homebrand and 1x Sweetvine) purchased in 2010. Minerals (Cr, I, Mo, Ni, Se) were also derived from 2 composite samples purchased in ACT, NSW and VIC in 2004. Minerals (As, Cd, Cu, Hg, Pb, Sb, Se, Zn) were derived from a composite of 9 samples of sultanas purchased in VIC, QLD and TAS in 2000. Amino acids were derived from a composite of 6 samples (2x Anchor, 2x Sunbeam, 2x Angus Park) purchased in Adelaide in 1991. Alcohol, vitamins (B12, D, folic acid, retinol), cholesterol and caffeine were imputed zero. Note low sum of proximates likely due to complex sugars which have not been analysed - data should be used with caution.",,"nuttab",,"uncategorised",1068.0,16.4,2.6,0.3,3.3,59.0,1.8,60.8,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F009080","Analysed","tamarillo","peeled","raw","Small fruit with a smooth peel that can be purple, red, orange, or yellow. It has a black or orange flesh (the darker the peel, the darker the flesh) surrounding a nest of seeds","The majority of nutrient data were derived from samples of New Zealand grown tamarillos, purchased in Sydney during 1983/84 (Wills et al.). Tryptophan was imputed from plum. Vitamins (B6, alpha-tocopherol, folate) and minerals (P, I, Se) were borrowed from NZ FOODfiles 2014, L174 - Tamarillo, flesh & seed, raw, Red and L175 Tamarillo, flesh & seed, raw, Yellow. Alcohol, caffeine, cholesterol, fatty acids and vitamins (B12, D, folic acid, retinol) were imputed zero.",,"nuttab",,"uncategorised",150.0,86.2,2.0,0.1,4.7,3.4,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F009087","Analysed","tangelo","peeled","raw","Mandarin grapefruit cross. Cultivars include: Orlando, Minneola, Seminole and San Jucinto.","The majority of nutrient data were derived from samples of Tangelo purchased in Sydney in 1984 (Wills et al.). Vitamins (B6, alpha-tocopherol, folate), P and tryptophan were imputed from mandarin. Alcohol, caffeine, cholesterol, fatty acids and vitamins (B12, D, folic acid, retinol) were imputed zero.",,"nuttab",,"uncategorised",172.0,85.9,0.6,0.1,2.0,7.8,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F009088","Analysed","tangerine or tangor","peeled","raw","Mandarin orange cross.","The majority of nutrient data were derived from 5 samples of tangerines purchased in Sydney in 1984 (Wills et al.). Moisture, vitamins (B6, folate, tocopherols) and minerals (Cl, Cu, F, I, Mn, P, Se) were derived from a composite of 10 samples of Ellendale mandarin purchased in Melbourne in 2000. Tryptophan was imputed from mandarin. Alcohol, vitamins (B12, D, folic acid, retinol), I, cholesterol, fatty acids and caffeine were imputed zero.",,"nuttab",,"uncategorised",180.0,86.2,1.0,0.2,1.5,8.1,0.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F009534","Analysed","wax jambu","raw",,"Pear-shaped fruit with bright to dark pink skin, white flesh and several large brown seeds. Also known as Java Apple; Rose Apple; Makopa; Wax Apple.","The majority of nutrient data were derived from samples of wax jambu obtained from northern NSW in 1984 (Wills et al.). Vitamins (B6, alpha-tocopherol, folate), minerals (P, I, Se) and tryptophan were imputed from pink lady apple. Caffeine, alcohol, cholesterol, fatty acids and vitamins (B12, D, folic acid, retinol) were imputed zero.",,"nuttab",,"uncategorised",109.0,90.3,0.7,0.2,1.9,4.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F005198","Analysed","lime","native","fruit","Small, round fruit with a bitter and tart citrus flavour, light green or yellow in colour. Supplied commercially in frozen state.","The majority of nutrient data were derived from 2 samples of frozen native limes purchased in Sydney in 2005. Vitamin B3 was imputed from regular lime. Alpha-tocopherol, B6 and tryptophan were borrowed from USDA SR28, 09159 - Limes, raw. Alcohol, caffeine, cholesterol and minerals (B12, D, folic acid, retinol) were imputed zero. Note low sum of proximates, however the fruit is likely to contain significant levels of organic acids, which were not analysed.",,"nuttab",,"uncategorised",137.0,87.7,0.1,2.7,3.6,0.4,0.0,0.4,0.0,1.02,0.45,0.44,0.0,0.0,100.0,"g","kj",
"F006828","Analysed","plum","davidson (native)","flesh","Small edible sour fruit with burgundy coloured flesh. Supplied commercially in frozen state.","The majority of nutrient data (except fibre) were derived from 1 sample of frozen Davidsons Plums purchased in Sydney in 2005. Fibre, B6, B3 and tryptophan were imputed from regular plum. Alpha-tocopherol and B6 were borrowed from NZ FOODfiles 2014, L155 - Plum, flesh & skin, raw, combined cultivars. Alcohol, caffeine, cholesterol and vitamins (D, alpha-tocopherol, folic acid) were imputed zero. Note low sum of proximates - data should be used with caution.",,"nuttab",,"uncategorised",280.0,78.2,1.0,0.2,2.0,3.9,10.4,14.3,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F006830","Analysed","plum","salted",,"Dried plums cured with a mixture of salt, sugar and other ingredients.","The majority of nutrient data were derived from a composite of 5 samples of imported salted plums purchased in the ACT in 2012. Sorbitol was imputed from prune. Alcohol, caffeine, fatty acids and vitamins (B12, D, retinol, folic acid) were imputed zero. Note high sum of proximates - data should be used with caution.",,"nuttab",,"uncategorised",857.0,17.9,3.7,0.0,9.3,33.6,0.8,34.4,10.5,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F000243","Analysed","baked beans","canned in tomato sauce",,"Navy/haricot beans canned in tomato sauce. Contains added salt, sugar, food acids, maize thickener and flavour.","The majority of nutrient data were derived from 2 analyses; (1) a composite of 2 samples of baked beans in tomato sauce (1xSPC and 1x Heinz) purchased in NSW & SA in 2008 and (2) a composite of 2 samples of baked beans in tomato sauce (1xSPC and 1x Heinz) purchased in Vic & WA in 2008. Resistant starch and fibre were derived from a composite of 3 samples of baked beans (1x Heinz, 1x SPC and 1x Watties) purchased in NSW in 2012. Moisture and minerals (As Ca, Cd, Cr, Cu, Hg, Fe, Hg, I, K, Mg, Mn, Mo, Na, P, Sn, Zn) were also derived from a composite of 3 brands of baked beans (1x SPC, 1x Heinz and 1x Carale) purchased in 2010. Moisture and folate were also derived from 6 samples of baked beans in tomato sauce (3x Heinz, 1x SPC, 1x Watties, 1x Home Brand) purchased in Sydney in 2005 (UNSW). Minerals (Ca, Cl, Cr, Fe, I, K, Mn, Mo, Ni, P, Se) were also derived from 6 samples of baked beans in tomato sauce purchased nationally in 2004. Quinic acid, biotin, cryptoxanthin and minerals (Cl, F, Mg, S) were derived from a composite of 6 samples of baked beans in tomato sauce (1x SPC, 1x Heinz, 1x Edgell, 1x PMU, 1x Coles and 1x Black & Gold) purchased in SA in 1989. Alcohol, vitamins (B12, D) cholesterol and caffeine were imputed zero.",,"nuttab",,"uncategorised",334.0,75.0,4.9,0.3,4.8,2.1,8.0,10.1,0.0,0.04,0.04,0.18,0.0,0.0,100.0,"g","kj",
"F000244","Imputed","baked beans","canned in tomato sauce","reduced salt","Navy/haricot beans canned in tomato sauce, and formulated to have a reduced salt content. Contains added salt, sugar, food acids, maize thickener and flavour.","The majority of nutrient data are imputed from baked beans, canned in tomato sauce (regular salt). Na was imputed based on label information for SPC Spaghetti in Tomato and Cheese Sauce, Reduced Salt, available in 2017. Alcohol, vitamins (B12, D) cholesterol and caffeine were imputed zero.",,"nuttab",,"uncategorised",354.0,75.0,4.9,0.3,4.8,3.4,8.0,11.3,0.0,0.04,0.04,0.18,0.0,0.0,100.0,"g","kj",
"F000416","Analysed","bean","broad","dried","Fresh seed, generally green in colour, removed from its pod. Uncooked.","The majority of nutrient data were derived from representative samples of Australian broad beans in 2012 (Grains & Legumes Nutrition Council GLNC, 2014). Vitamins (C, alpha-tocopherol, beta-carotene, folate) and Se were borrowed from USDA SR28, 16052 - Broadbeans (fava beans), mature seeds, raw. Amino acids were derived from the Journal of Amino Acid Composition of Australian Foods (1988). Alcohol, caffeine, cholesterol, trans fat, vitamins (B12, D, folic acid, retinol) and iodine were imputed zero.",,"nuttab",,"uncategorised",1300.0,10.6,24.3,2.1,18.6,2.7,34.3,37.0,0.0,0.32,0.4,0.96,0.0,0.0,100.0,"g","kj",
"F000436","Analysed","bean","haricot","dried","Small white bean, round to oval in shape. Dried and uncooked.","The majority of nutrient data were derived from a composite of 6 samples of haricot beans (2x unbranded and McKenzies and 1 each x Sungrain, Gagianis Bros.) purchased in SA in 1989. Folate was borrowed from USDA SR28, 16037 - Beans, navy, mature seeds, raw. Alcohol, cholesterol, caffeine, vitamins (B12, D, folic acid, retinol) and iodine were imputed zero. Note low sum of proximates - data should be used with caution.",,"nuttab",,"uncategorised",1220.0,11.2,21.9,2.2,18.5,3.5,31.3,34.8,0.0,0.27,0.17,1.32,0.0,0.0,100.0,"g","kj",
"F000437","Analysed","bean","haricot","dried, boiled, drained","Small white beans, round to oval in shape that have been dried, then soaked overnight, before boiling in unsalted water and drained.","The majority of nutrient data were derived from a composite of 6 samples of haricot beans (2x unbranded and McKenzies and 1 each x Sungrain, Gagianis Bros.) purchased in SA in 1989. Fatty acids were imputed from dry haricot beans. Folate was borrowed from USDA SR28, 16038, Beans, navy, mature seeds, cooked, boiled, without salt. Alcohol, cholesterol, caffeine, vitamins (B12, D, folic acid, retinol) and iodine were imputed zero.",,"nuttab",,"uncategorised",464.0,67.9,8.2,0.7,8.8,4.7,7.9,12.6,0.0,0.09,0.05,0.42,0.0,0.0,100.0,"g","kj",
